names,scores,method,logfoldchanges,pvals,pvals_adj
dlx3.L,12.765502,wilcoxon,3.3974037,2.5549858942571253e-37,4.883120010630209e-35
junb.L,12.741223,wilcoxon,2.283483,3.488818388478447e-37,6.588017238363343e-35
id2.S,12.651351,wilcoxon,2.8709204,1.0996707838808896e-36,2.06417370057642e-34
tp73.L,12.640048,wilcoxon,4.755829,1.2697705334406104e-36,2.3693617616597425e-34
Xelaev18036372m.g,12.62253,wilcoxon,2.846327,1.5864083118165696e-36,2.9427874184197364e-34
ppib.L,12.597883,wilcoxon,2.2955709,2.1688719538737746e-36,3.999729652947923e-34
Xelaev18042944m.g,12.593907,wilcoxon,2.6241536,2.2809581211187743e-36,4.181977578458171e-34
loc100485797.like.L,12.591802,wilcoxon,3.8583715,2.3426423576855367e-36,4.270244320786902e-34
krt16.S,12.5411005,wilcoxon,4.6517015,4.4477453354604234e-36,8.06089937665198e-34
spint2.L,12.53992,wilcoxon,2.4358954,4.514494616007726e-36,8.135119298045922e-34
Xelaev18045052m.g,12.529505,wilcoxon,2.6994147,5.148343630036007e-36,9.224603203021903e-34
lamb2.L,12.4517765,wilcoxon,6.230469,1.367666052836894e-35,2.436686382836805e-33
sp8.S,12.42457,wilcoxon,3.9054897,1.9225653371449084e-35,3.406072916115994e-33
bace2.L,12.417063,wilcoxon,3.8342307,2.1117259105762016e-35,3.7202947815653925e-33
ifitm1.S,12.40117,wilcoxon,2.5011466,2.575359792597347e-35,4.511887281086518e-33
sept7.L,12.391424,wilcoxon,1.8950813,2.90831375563867e-35,5.06705382784892e-33
col27a1.S,12.383803,wilcoxon,4.947405,3.198185783479315e-35,5.541471905605505e-33
hes1.S,12.291939,wilcoxon,2.7567701,1.000761484452441e-34,1.724536252033209e-32
msx1.L,12.285687,wilcoxon,3.7073379,1.0812161524264307e-34,1.8530517047156245e-32
spry1.L,12.279596,wilcoxon,3.5504498,1.1657780421696337e-34,1.987178949179427e-32
sgk1.L,12.232597,wilcoxon,2.4457362,2.0817360013084623e-34,3.529437892540987e-32
tnc.like.S,12.226186,wilcoxon,3.3475971,2.252711409635181e-34,3.7988906044302367e-32
fkbp10.L,12.183974,wilcoxon,2.7992094,3.7838558394509665e-34,6.347015632823736e-32
dlx5.L,12.182397,wilcoxon,3.6018908,3.857751778627063e-34,6.436730282487007e-32
loc101732341.L,12.157107,wilcoxon,2.7178028,5.258775850317691e-34,8.728184023145704e-32
twsg1.S,12.151451,wilcoxon,4.4339433,5.635628666160822e-34,9.304688481014738e-32
ifitm3.S,12.125973,wilcoxon,2.3516269,7.694074443502556e-34,1.2637116540409014e-31
c3.L,12.120779,wilcoxon,5.658379,8.197586930974438e-34,1.3394347350688026e-31
lypla2.S,12.109117,wilcoxon,2.5077677,9.45061764522469e-34,1.5362125125884568e-31
dlx2.S,12.075659,wilcoxon,5.4436574,1.4202142070906414e-33,2.2967412831078655e-31
Xelaev18047575m.g,12.068039,wilcoxon,1.6241764,1.5580376041357946e-33,2.506771216654198e-31
anxa3.L,12.053657,wilcoxon,2.6407058,1.8553337170930436e-33,2.9699466379964025e-31
fn1.L,12.01882,wilcoxon,3.632047,2.8298358136015807e-33,4.505424436440471e-31
adamts1.S,12.018433,wilcoxon,2.9621484,2.843124981295873e-33,4.505424436440471e-31
ifitm3.L,11.95876,wilcoxon,2.2586417,5.8427433508617707e-33,9.212545578471298e-31
lef1.L,11.953341,wilcoxon,3.7604442,6.236723121714683e-33,9.784829036978732e-31
fbn3.S,11.923849,wilcoxon,2.7071466,8.890451889244339e-33,1.3879227738976247e-30
nid2.S,11.915955,wilcoxon,5.0148163,9.774080404171468e-33,1.51835283519974e-30
fam83b.S,11.898371,wilcoxon,3.3316853,1.2068024169549657e-32,1.8564153277402362e-30
dsp.L,11.872401,wilcoxon,2.4619236,1.646714059940391e-32,2.5208314504961278e-30
Xelaev18046800m.g,11.85037,wilcoxon,5.635079,2.142416783108861e-32,3.263821896393137e-30
lgals4.L,11.802578,wilcoxon,2.6405203,3.785345601384761e-32,5.738984304791752e-30
bcl11b.L,11.785419,wilcoxon,3.4602926,4.641041982903501e-32,7.002643967983824e-30
ier2.S,11.753368,wilcoxon,2.2975543,6.785852123895852e-32,1.0141793683746716e-29
apoe.S,11.715067,wilcoxon,3.2774887,1.0670709881817327e-31,1.5872680949203273e-29
net1.S,11.692969,wilcoxon,3.146774,1.38459322346038e-31,2.0403339860664993e-29
actg1.S,11.674168,wilcoxon,1.7912182,1.7274784595767244e-31,2.533768987104744e-29
loc100491788.S,11.639643,wilcoxon,2.998235,2.5909737066709145e-31,3.782701659253115e-29
sec61g.S,11.51739,wilcoxon,1.8810389,1.0782760906065386e-30,1.5669786413491795e-28
egr1.L,11.489769,wilcoxon,2.47014,1.4850933230347565e-30,2.148276052380782e-28
loc100498358.L,11.467199,wilcoxon,4.558312,1.927991156302387e-30,2.776219228949579e-28
myl12b.S,11.463054,wilcoxon,1.8281612,2.0225615934512887e-30,2.8991581749766544e-28
ssr4.L,11.385618,wilcoxon,1.7757295,4.9317164082090336e-30,7.03717995171366e-28
nckap5l.L,11.380103,wilcoxon,3.8450835,5.2537366739324205e-30,7.46290927984049e-28
Xelaev18000774m.g,11.3541155,wilcoxon,1.8600736,7.075228689726008e-30,1.0005261736794154e-27
Xelaev18041402m.g,11.337221,wilcoxon,3.7672591,8.582635084357356e-30,1.208274095469684e-27
mmp8.L,11.333557,wilcoxon,3.0880558,8.949451560685656e-30,1.2543153554054318e-27
mafb.L,11.324435,wilcoxon,2.9321244,9.93169419226403e-30,1.3858229042170184e-27
ism2.L,11.280401,wilcoxon,4.6128087,1.6399655044184646e-29,2.258354243748309e-27
camk2d.L,11.251873,wilcoxon,2.9426038,2.267259334742329e-29,3.108609700917363e-27
rab11a.S,11.202022,wilcoxon,1.8993708,3.985333194141871e-29,5.440583648366403e-27
socs3.S,11.187819,wilcoxon,2.3607483,4.677989810968194e-29,6.358638305555259e-27
lamb4.L,11.18474,wilcoxon,2.8845408,4.843204583392362e-29,6.554955216192194e-27
aplp2.S,11.159565,wilcoxon,2.1057048,6.430573004541991e-29,8.666158961462892e-27
ctnna1.S,11.141991,wilcoxon,2.089424,7.834827640890902e-29,1.0513671900233813e-26
tnmd.L,11.138685,wilcoxon,3.7367449,8.13106173954539e-29,1.0864958981210333e-26
cdc42ep3.S,11.136637,wilcoxon,3.120524,8.32027992523827e-29,1.1024370900940708e-26
loc100488523.L,11.128458,wilcoxon,5.4791937,9.119910006440906e-29,1.20333205879964e-26
actn1.L,11.103821,wilcoxon,2.2705123,1.2019333928224093e-28,1.5792903976106116e-26
fxyd3.S,11.075925,wilcoxon,2.1970775,1.6417539896956302e-28,2.1482453139025603e-26
ppib.S,11.07381,wilcoxon,2.0963588,1.6809848524594956e-28,2.190489971996289e-26
sec61g.L,11.052667,wilcoxon,1.7144789,2.1279883990123553e-28,2.761568484068092e-26
higd1a.S,11.045131,wilcoxon,2.449519,2.314306791814042e-28,2.991051831141632e-26
tmem59.S,11.032561,wilcoxon,2.034775,2.661735856135218e-28,3.426034294825473e-26
fos.S,11.003345,wilcoxon,2.6132076,3.682184413965839e-28,4.720231117659054e-26
actr3.L,10.981898,wilcoxon,1.6627167,4.670055349958185e-28,5.962356091535683e-26
emp2.S,10.975845,wilcoxon,2.1265693,4.99366597333578e-28,6.349808728594509e-26
tmem263.L,10.962889,wilcoxon,2.4498057,5.762975861472833e-28,7.298612200463687e-26
fabp3.S,10.918997,wilcoxon,3.4798386,9.352337394535961e-28,1.179703838946766e-25
plod3.L,10.909053,wilcoxon,2.3460162,1.0433789683745464e-27,1.3108747317805306e-25
dlx2.L,10.899053,wilcoxon,5.2767067,1.1646402817588797e-27,1.4574179081454868e-25
cttn.S,10.885161,wilcoxon,2.6169808,1.3565846578315583e-27,1.69090502706396e-25
hey1.L,10.868749,wilcoxon,3.7892334,1.6241299377328544e-27,2.0164148656065182e-25
golim4.S,10.860779,wilcoxon,3.0090518,1.7723168565333496e-27,2.1832035965148116e-25
sp8.L,10.859513,wilcoxon,2.9158938,1.7970469322741277e-27,2.2050535023060163e-25
fbn2.S,10.8244505,wilcoxon,5.0880203,2.636567990405192e-27,3.222642309202625e-25
jup.S,10.819927,wilcoxon,2.1139848,2.769984262151237e-27,3.372643000267925e-25
ier2.L,10.81852,wilcoxon,2.1251407,2.812834702116249e-27,3.406985806068737e-25
tp63.L,10.818294,wilcoxon,3.9204795,2.8197979875818626e-27,3.406985806068737e-25
gpx8.S,10.803505,wilcoxon,3.602357,3.313100715486492e-27,3.9877340100330737e-25
krt.L,10.802334,wilcoxon,7.720754,3.355634998041638e-27,4.0235722305415608e-25
col1a2.L,10.785006,wilcoxon,1.7430092,4.0521907205205955e-27,4.840372514076401e-25
bmp2.S,10.772503,wilcoxon,3.9627576,4.6420889587810955e-27,5.524085860949504e-25
Xelaev18022166m.g,10.742189,wilcoxon,2.1704593,6.4496317703040996e-27,7.617570706986509e-25
btg2.S,10.722708,wilcoxon,2.4718335,7.963690608161474e-27,9.370708333148212e-25
rhof.L,10.694397,wilcoxon,3.1988935,1.0812059266562863e-26,1.2628084776705924e-24
aim1.L,10.652809,wilcoxon,2.5833225,1.691819870591777e-26,1.9686914988602103e-24
irs4.L,10.64499,wilcoxon,2.4508214,1.8400467041032043e-26,2.1333041475696522e-24
atf4.L,10.625083,wilcoxon,1.3106223,2.2780894787962551e-26,2.6314854107633662e-24
itga2.L,10.624044,wilcoxon,3.0341992,2.3035920345859383e-26,2.6512326573236335e-24
Xelaev18007761m.g,10.593892,wilcoxon,1.272415,3.180854685048224e-26,3.647572817927117e-24
myl9.S,10.575421,wilcoxon,2.0667844,3.874340224967843e-26,4.4267144563174246e-24
sox11.S,10.574675,wilcoxon,2.747669,3.905297349222804e-26,4.44597660316755e-24
eif1.L,10.501026,wilcoxon,1.935109,8.544580192132444e-26,9.589086703163582e-24
fkbp9.L,10.48317,wilcoxon,2.7220657,1.0322540637037922e-25,1.1543309184006769e-23
wnt5a.S,10.477928,wilcoxon,4.5753736,1.0910767708000457e-25,1.2157987974268354e-23
anxa2.L,10.468221,wilcoxon,2.4241934,1.2089417879939896e-25,1.3423936367743122e-23
pls3.L,10.46517,wilcoxon,2.1524687,1.248517838332418e-25,1.381474036203958e-23
cfl1.L,10.451024,wilcoxon,1.5154799,1.4495120952112248e-25,1.598264472814195e-23
lmo7.L,10.433696,wilcoxon,2.339871,1.7398646456014128e-25,1.9117293240083817e-23
nckap5l.S,10.418549,wilcoxon,4.0022345,2.0404280046348262e-25,2.226467028586825e-23
Xelaev18044182m.g,10.415772,wilcoxon,4.799709,2.1008518151010953e-25,2.2844952410073464e-23
ets2.L,10.4014,wilcoxon,2.518435,2.443176123873176e-25,2.647613713619952e-23
loc101733625.S,10.376243,wilcoxon,3.6575196,3.180468786479704e-25,3.43479736923416e-23
itgb1.S,10.36578,wilcoxon,2.1055908,3.548529459718995e-25,3.819210802465478e-23
tpt1.L,10.356497,wilcoxon,0.68338794,3.910218488871435e-25,4.165835812383807e-23
Xelaev18034799m.g,10.336449,wilcoxon,4.2451863,4.820722090551024e-25,5.11856805136453e-23
Xelaev18040838m.g,10.333767,wilcoxon,2.0652657,4.957473700851065e-25,5.24610513947444e-23
ppdpf.L,10.324276,wilcoxon,1.21981,5.472997147600563e-25,5.772273078581396e-23
snai2.S,10.310924,wilcoxon,3.759705,6.289404936093044e-25,6.611212821989804e-23
hmgn1.S,10.299648,wilcoxon,1.5805877,7.071948894759428e-25,7.409099946718888e-23
frem2.S,10.297693,wilcoxon,4.2794085,7.217105334220849e-25,7.536139626313062e-23
cebpd.S,10.292367,wilcoxon,1.9038522,7.627754586475347e-25,7.938654814669969e-23
atp1b1.L,10.237653,wilcoxon,2.2055185,1.3445867470669198e-24,1.3856713421161868e-22
sri.S,10.227624,wilcoxon,1.6313322,1.4913322520450243e-24,1.5318945461967374e-22
dsg2.L,10.154127,wilcoxon,2.2572498,3.176405630805565e-24,3.231224244111403e-22
egr1.S,10.10438,wilcoxon,2.2137861,5.282889736447516e-24,5.356782245622908e-22
pdia3.L,10.096296,wilcoxon,1.7542655,5.736815854607755e-24,5.798413076123576e-22
Xelaev18045649m.g,10.094748,wilcoxon,1.8241848,5.8280927824626554e-24,5.871850028592967e-22
dsp.S,10.081914,wilcoxon,2.233659,6.6419534560972e-24,6.670509625414816e-22
arpc5.S,10.039995,wilcoxon,2.1258535,1.0167916909947136e-23,1.0114992421299144e-21
unc5b.S,10.004866,wilcoxon,4.19646,1.4508789479211828e-23,1.4387882900218395e-21
lamb1.S,9.955657,wilcoxon,4.1211724,2.382439436703969e-23,2.3551795497322776e-21
gpx8.L,9.942124,wilcoxon,2.5837214,2.729421845859464e-23,2.6897599346618183e-21
vasp.L,9.896127,wilcoxon,2.0108352,4.327112526217657e-23,4.250949953715695e-21
prss35.S,9.895437,wilcoxon,3.8364832,4.357029594129741e-23,4.2670474612074964e-21
mob2.2.S,9.890564,wilcoxon,2.7138274,4.574418340619453e-23,4.4660768536047816e-21
jup.L,9.8713,wilcoxon,2.1187096,5.544135756945976e-23,5.39612102145961e-21
