names,scores,method,logfoldchanges,pvals,pvals_adj
hapln3.L,0.044659622,logreg_bal,,,
snai2.S,0.044497915,logreg_bal,,,
ddost.L,0.04439855,logreg_bal,,,
irs4.L,0.044078205,logreg_bal,,,
pmp22.S,0.044007722,logreg_bal,,,
gdi2.S,0.043963313,logreg_bal,,,
Xelaev18045084m.g,0.0439619,logreg_bal,,,
s100a11.L,0.04370587,logreg_bal,,,
vwde.L,0.04370222,logreg_bal,,,
tgif1.L,0.043666065,logreg_bal,,,
esrp1.S,0.04346619,logreg_bal,,,
bmp4.L,0.043460984,logreg_bal,,,
fgfr4.L,0.043460462,logreg_bal,,,
atp5h.S,0.04314113,logreg_bal,,,
Xelaev18026291m.g,0.042997267,logreg_bal,,,
elf1.L,0.04257247,logreg_bal,,,
loc100485014.L,0.04254308,logreg_bal,,,
rhof.L,0.042419147,logreg_bal,,,
cldn6.2.S,0.0424052,logreg_bal,,,
eif3e.S,0.042398553,logreg_bal,,,
trip11.L,0.042330924,logreg_bal,,,
tstd3.L,0.04183947,logreg_bal,,,
fam110c.L,0.041780572,logreg_bal,,,
pdcd6ip.L,0.04166452,logreg_bal,,,
anxa3.L,0.041596346,logreg_bal,,,
Xelaev18016080m.g,0.04109564,logreg_bal,,,
rab27b.L,0.04108174,logreg_bal,,,
kazald1.L,0.041051056,logreg_bal,,,
calu.S,0.041026704,logreg_bal,,,
brd2.S,0.04095528,logreg_bal,,,
ywhab.S,0.04091996,logreg_bal,,,
vasn.S,0.040860448,logreg_bal,,,
hsp90b1.L,0.040784534,logreg_bal,,,
tdrp.L,0.0407813,logreg_bal,,,
Xelaev18042944m.g,0.04036733,logreg_bal,,,
tpm4.S,0.040204503,logreg_bal,,,
prss35.S,0.04019164,logreg_bal,,,
lmnb2.S,0.040062565,logreg_bal,,,
app.S,0.040042866,logreg_bal,,,
zc3h13.S,0.039831907,logreg_bal,,,
efemp2.L,0.03980307,logreg_bal,,,
amd1.S,0.03965856,logreg_bal,,,
lsm3.L,0.03965512,logreg_bal,,,
rbm42.L,0.03958118,logreg_bal,,,
Xelaev18035740m.g,0.039572664,logreg_bal,,,
krt16.L,0.0394381,logreg_bal,,,
bmp7.1.S,0.039160773,logreg_bal,,,
plk2.L,0.038969606,logreg_bal,,,
loc100494515.like.L,0.038876005,logreg_bal,,,
gpx8.S,0.03857645,logreg_bal,,,
rbm25.L,0.038378883,logreg_bal,,,
hes4.S,0.038259275,logreg_bal,,,
sp8.L,0.038082916,logreg_bal,,,
c9orf3.L,0.038060382,logreg_bal,,,
Xelaev18003383m.g,0.037998866,logreg_bal,,,
clk2.S,0.03796822,logreg_bal,,,
Xelaev18039713m.g,0.037809573,logreg_bal,,,
dkk1.S,0.037641503,logreg_bal,,,
cbx3.L,0.037492618,logreg_bal,,,
Xelaev18026267m.g,0.037345905,logreg_bal,,,
acvr1.L,0.037268043,logreg_bal,,,
ppa2.L,0.037233606,logreg_bal,,,
hnrnpa3.S,0.037202284,logreg_bal,,,
loc101735270.L,0.03679689,logreg_bal,,,
pfdn1.L,0.03679005,logreg_bal,,,
Xelaev18044182m.g,0.03675222,logreg_bal,,,
fgfbp1.S,0.036712084,logreg_bal,,,
mapt.S,0.03669625,logreg_bal,,,
hoxa11.L,0.036675848,logreg_bal,,,
pnp.L,0.03653306,logreg_bal,,,
uqcrh.L,0.036426164,logreg_bal,,,
arrdc3.S,0.036386468,logreg_bal,,,
sdf2l1.S,0.036275644,logreg_bal,,,
Xelaev18022556m.g,0.036137793,logreg_bal,,,
cap1.L,0.036122527,logreg_bal,,,
ube2i.S,0.036113463,logreg_bal,,,
pim1.S,0.036108207,logreg_bal,,,
tial1.L,0.035910722,logreg_bal,,,
pdia3.S,0.035874035,logreg_bal,,,
unc5b.L,0.035772044,logreg_bal,,,
mxd4.S,0.03553478,logreg_bal,,,
cdc42ep3.S,0.035357,logreg_bal,,,
h1f0.S,0.035343442,logreg_bal,,,
slc25a37.L,0.03533412,logreg_bal,,,
lypla2.S,0.035291094,logreg_bal,,,
nckap5l.S,0.035285093,logreg_bal,,,
fbn3.S,0.035264164,logreg_bal,,,
wdr44.S,0.03521941,logreg_bal,,,
fbxw7.like.S,0.035215277,logreg_bal,,,
fubp3.S,0.035111368,logreg_bal,,,
pfn1.L,0.035044625,logreg_bal,,,
hes3.3.S,0.034933455,logreg_bal,,,
mafb.L,0.034842223,logreg_bal,,,
pdia3.L,0.03482144,logreg_bal,,,
dhdds.L,0.034782883,logreg_bal,,,
amd1.L,0.034618028,logreg_bal,,,
eif3i.L,0.034529995,logreg_bal,,,
linc00116.S,0.034517188,logreg_bal,,,
nhp2.S,0.034510717,logreg_bal,,,
lrrc47.L,0.03450728,logreg_bal,,,
angptl4.S,0.03442014,logreg_bal,,,
higd1a.L,0.03439874,logreg_bal,,,
brd3.S,0.0343705,logreg_bal,,,
anxa2.S,0.034279868,logreg_bal,,,
dazap1.S,0.034215003,logreg_bal,,,
hey1.L,0.03398674,logreg_bal,,,
ccnl2.S,0.033956543,logreg_bal,,,
arf4.S,0.033821188,logreg_bal,,,
adamts10.L,0.033744827,logreg_bal,,,
fam65c.S,0.033706408,logreg_bal,,,
gng5.L,0.033692952,logreg_bal,,,
f3.L,0.03368309,logreg_bal,,,
krt18.L,0.03363059,logreg_bal,,,
hnrnpc.S,0.033539128,logreg_bal,,,
loc101733625.S,0.03352914,logreg_bal,,,
tfap2a.S,0.033503905,logreg_bal,,,
Xelaev18017913m.g,0.033493035,logreg_bal,,,
ttc9.L,0.0334681,logreg_bal,,,
fam132b.L,0.033413276,logreg_bal,,,
Xelaev18003216m.g,0.033393268,logreg_bal,,,
ppib.S,0.03338932,logreg_bal,,,
pawr.L,0.033330776,logreg_bal,,,
rab26.L,0.033329543,logreg_bal,,,
prr13.like.S,0.03330685,logreg_bal,,,
idh2.L,0.033298623,logreg_bal,,,
aebp1.L,0.033291876,logreg_bal,,,
cuta.L,0.033280715,logreg_bal,,,
ier3ip1.L,0.033258528,logreg_bal,,,
mdk.S,0.033248533,logreg_bal,,,
krtcap2.L,0.033225957,logreg_bal,,,
brd7.L,0.033152044,logreg_bal,,,
trpv2.L,0.033081766,logreg_bal,,,
pum1.S,0.033026837,logreg_bal,,,
loc100488277.L,0.03296209,logreg_bal,,,
kdelr3.L,0.032911915,logreg_bal,,,
ubfd1.L,0.032874726,logreg_bal,,,
tmed7.S,0.03282359,logreg_bal,,,
ngf.L,0.032807015,logreg_bal,,,
Xelaev18017960m.g,0.032758698,logreg_bal,,,
enpp2.L,0.03271396,logreg_bal,,,
cox4i1.S,0.032619838,logreg_bal,,,
Xelaev18040855m.g,0.03253922,logreg_bal,,,
sec61b.L,0.032498445,logreg_bal,,,
nr3c1.L,0.032479562,logreg_bal,,,
Xelaev18020334m.g,0.032421034,logreg_bal,,,
rcn3.L,0.03239045,logreg_bal,,,
st13.L,0.032244556,logreg_bal,,,
bud31.S,0.032226223,logreg_bal,,,
tram1.S,0.03217183,logreg_bal,,,
hnrnpr.S,0.03209344,logreg_bal,,,
Xelaev18047430m.g,0.031951826,logreg_bal,,,
loc100487364.L,0.03186366,logreg_bal,,,
itgb4.L,0.031848196,logreg_bal,,,
map7d3.L,0.03171895,logreg_bal,,,
wsb1.S,0.03170317,logreg_bal,,,
cpz.S,0.031639297,logreg_bal,,,
cwc15.S,0.03160501,logreg_bal,,,
Xelaev18000774m.g,0.031561244,logreg_bal,,,
map2k1.S,0.0315397,logreg_bal,,,
arhgef10.L,0.031490065,logreg_bal,,,
myo9b.L,0.031464983,logreg_bal,,,
Xelaev18022224m.g,0.03141853,logreg_bal,,,
c3.L,0.031332072,logreg_bal,,,
pdhb.S,0.031279337,logreg_bal,,,
tcf3.S,0.03126472,logreg_bal,,,
galnt3.L,0.03115944,logreg_bal,,,
zcrb1.L,0.031110272,logreg_bal,,,
gbf1.like.S,0.031102227,logreg_bal,,,
eif3i.S,0.031083314,logreg_bal,,,
fbn3.L,0.030995633,logreg_bal,,,
kif26a.L,0.03095832,logreg_bal,,,
maf1.L,0.030895745,logreg_bal,,,
ap3s1.S,0.030882802,logreg_bal,,,
atp8b1.L,0.030823153,logreg_bal,,,
Xelaev18029059m.g,0.03081556,logreg_bal,,,
scn5a.S,0.030712234,logreg_bal,,,
rbm5.S,0.030564962,logreg_bal,,,
dapl1.S,0.030559935,logreg_bal,,,
gnb4.L,0.03054814,logreg_bal,,,
wnt3a.S,0.03052079,logreg_bal,,,
rpl7a.L,0.03051758,logreg_bal,,,
hoxd10.S,0.030501738,logreg_bal,,,
ndufs4.L,0.03049117,logreg_bal,,,
phlda2.L,0.03042148,logreg_bal,,,
tspear.L,0.030407239,logreg_bal,,,
rarg.like.1.S,0.030382728,logreg_bal,,,
fndc3a.2.L,0.030377535,logreg_bal,,,
ppia.S,0.030336974,logreg_bal,,,
kdelr1.L,0.03032556,logreg_bal,,,
bag2.L,0.030321065,logreg_bal,,,
acsl1.L,0.030304445,logreg_bal,,,
nucks1.S,0.03025588,logreg_bal,,,
tmem30a.L,0.030224944,logreg_bal,,,
aimp1.S,0.030208841,logreg_bal,,,
ephb3.S,0.030192018,logreg_bal,,,
abhd10.L,0.0301244,logreg_bal,,,
loc100496010.L,0.030109778,logreg_bal,,,
Xelaev18045083m.g,0.030093862,logreg_bal,,,
snrpd1.S,0.030090177,logreg_bal,,,
atp5b.S,0.030077506,logreg_bal,,,
znf703.L,0.030009393,logreg_bal,,,
mob2.2.S,0.029949244,logreg_bal,,,
egfl6.S,0.029919937,logreg_bal,,,
dzip1.L,0.029913407,logreg_bal,,,
Xelaev18005570m.g,0.029717505,logreg_bal,,,
jarid2.L,0.029714864,logreg_bal,,,
loc100486832.L,0.029706776,logreg_bal,,,
c18orf32.L,0.02966909,logreg_bal,,,
pltp.L,0.029579096,logreg_bal,,,
frem2.S,0.029571481,logreg_bal,,,
eif2s2.S,0.029562294,logreg_bal,,,
herc2.S,0.029557275,logreg_bal,,,
ndufa8.S,0.029529635,logreg_bal,,,
wnt5a.S,0.029520111,logreg_bal,,,
Xelaev18020998m.g,0.029508045,logreg_bal,,,
bsdc1.L,0.029503105,logreg_bal,,,
commd1.L,0.029488897,logreg_bal,,,
nr3c1.S,0.029449351,logreg_bal,,,
rab11b.1.S,0.029434904,logreg_bal,,,
ttc5.L,0.029421072,logreg_bal,,,
unc5b.S,0.029383365,logreg_bal,,,
lgmn.S,0.029314987,logreg_bal,,,
card9.L,0.029139863,logreg_bal,,,
capns1.like.L,0.029133065,logreg_bal,,,
mob4.S,0.029093659,logreg_bal,,,
robo1.L,0.029091833,logreg_bal,,,
tmed9.L,0.029083338,logreg_bal,,,
pan3.S,0.029051026,logreg_bal,,,
Xelaev18006990m.g,0.02904392,logreg_bal,,,
lrrc59.S,0.029043127,logreg_bal,,,
hdac1.L,0.028875258,logreg_bal,,,
dmd.1.S,0.028837577,logreg_bal,,,
chd4.L,0.02879961,logreg_bal,,,
tmed4.S,0.028715448,logreg_bal,,,
snrpb2.L,0.028661104,logreg_bal,,,
ywhaz.S,0.028585263,logreg_bal,,,
hoxc11.S,0.028539166,logreg_bal,,,
slirp.L,0.028522795,logreg_bal,,,
opa3.S,0.028449818,logreg_bal,,,
Xelaev18027024m.g,0.028391453,logreg_bal,,,
taf12.L,0.028292077,logreg_bal,,,
hoxa7.S,0.028163347,logreg_bal,,,
Xelaev18028634m.g,0.028156118,logreg_bal,,,
tab2.L,0.028150022,logreg_bal,,,
gtf2a2.L,0.028143834,logreg_bal,,,
psma4.L,0.028122155,logreg_bal,,,
gorasp2.S,0.02808326,logreg_bal,,,
magoh.S,0.02804088,logreg_bal,,,
st3gal2.2.S,0.028030531,logreg_bal,,,
naa38.like.S,0.028027968,logreg_bal,,,
ngfr.S,0.028012112,logreg_bal,,,
cox5a.L,0.027945604,logreg_bal,,,
tnmd.L,0.02792067,logreg_bal,,,
wnt5a.L,0.02790702,logreg_bal,,,
dcun1d1.L,0.027884478,logreg_bal,,,
srrm1.L,0.027858866,logreg_bal,,,
psmg2.L,0.027804136,logreg_bal,,,
hmgb3.L,0.027796943,logreg_bal,,,
ube2d1.L,0.027771154,logreg_bal,,,
fkbp7.L,0.027768938,logreg_bal,,,
hoxc10.S,0.027701106,logreg_bal,,,
sox9.L,0.027696323,logreg_bal,,,
rgs10.L,0.027667435,logreg_bal,,,
hoxc10.L,0.027509017,logreg_bal,,,
ak2.S,0.027485644,logreg_bal,,,
dlx6.S,0.02740689,logreg_bal,,,
rab1a.S,0.027392788,logreg_bal,,,
nat8b.like.S,0.027317194,logreg_bal,,,
ccdc88a.like.S,0.027308002,logreg_bal,,,
dhx36.S,0.027244058,logreg_bal,,,
shroom2.L,0.0271782,logreg_bal,,,
jchain.L,0.027175479,logreg_bal,,,
ccng2.L,0.027025843,logreg_bal,,,
crtap.S,0.02702176,logreg_bal,,,
sema3f.S,0.027017575,logreg_bal,,,
cmpk1.S,0.02701274,logreg_bal,,,
rhoa.S,0.02699195,logreg_bal,,,
gdap2.S,0.026980769,logreg_bal,,,
pycard.S,0.026942382,logreg_bal,,,
egr1.L,0.026927136,logreg_bal,,,
Xelaev18037562m.g,0.026874037,logreg_bal,,,
Xelaev18016186m.g,0.026862102,logreg_bal,,,
prkcd.S,0.026833063,logreg_bal,,,
supt4h1.S,0.026794527,logreg_bal,,,
loc549012.L,0.026780674,logreg_bal,,,
rbm26.L,0.02674836,logreg_bal,,,
kera.L,0.026702788,logreg_bal,,,
fam101b.L,0.02655955,logreg_bal,,,
Xelaev18010362m.g,0.026550947,logreg_bal,,,
phrf1.L,0.026510661,logreg_bal,,,
ppp1cb.L,0.02648632,logreg_bal,,,
loc100490088.L,0.026484521,logreg_bal,,,
rbp1.L,0.026471242,logreg_bal,,,
mycbp.S,0.026439283,logreg_bal,,,
serpinf1.L,0.026418969,logreg_bal,,,
ubtf.L,0.026414126,logreg_bal,,,
hmgn1.S,0.026391018,logreg_bal,,,
Xelaev18022559m.g,0.026383733,logreg_bal,,,
loc100487455.S,0.026362956,logreg_bal,,,
arhgap22.L,0.026338976,logreg_bal,,,
ndufb8.L,0.026327308,logreg_bal,,,
abcc5.L,0.026242957,logreg_bal,,,
rps23.S,0.026242107,logreg_bal,,,
uqcrb.S,0.026241546,logreg_bal,,,
sf3b5.S,0.02616154,logreg_bal,,,
creld2.L,0.026157679,logreg_bal,,,
rps5.L,0.02614236,logreg_bal,,,
mus81.L,0.026107792,logreg_bal,,,
loc100488382.L,0.026100902,logreg_bal,,,
mmp24.L,0.026096735,logreg_bal,,,
Xelaev18032654m.g,0.026083298,logreg_bal,,,
med9.L,0.026070358,logreg_bal,,,
Xelaev18037805m.g,0.026067024,logreg_bal,,,
Xelaev18045095m.g,0.026038745,logreg_bal,,,
socs6.L,0.025943901,logreg_bal,,,
ndufs3.S,0.025939694,logreg_bal,,,
cdkn1b.L,0.025892382,logreg_bal,,,
hbd.L,0.025875622,logreg_bal,,,
Xelaev18033607m.g,0.025874052,logreg_bal,,,
qser1.L,0.025820173,logreg_bal,,,
idh3a.S,0.025814861,logreg_bal,,,
znf592.L,0.02579105,logreg_bal,,,
inpp5a.2.L,0.025780497,logreg_bal,,,
ddx39b.L,0.02576344,logreg_bal,,,
loc100494945.L,0.025761565,logreg_bal,,,
coq7.L,0.025717696,logreg_bal,,,
rufy1.L,0.02570397,logreg_bal,,,
sh3gl1.L,0.025693385,logreg_bal,,,
polr2i.L,0.025654925,logreg_bal,,,
Xelaev18002241m.g,0.025642231,logreg_bal,,,
mrps10.S,0.025632115,logreg_bal,,,
ptma.S,0.025586704,logreg_bal,,,
Xelaev18020360m.g,0.025539408,logreg_bal,,,
thbs1.L,0.025524428,logreg_bal,,,
lrrfip2.L,0.02551685,logreg_bal,,,
luc7l.S,0.025510196,logreg_bal,,,
grhl2.L,0.025487553,logreg_bal,,,
h2afy.L,0.025468538,logreg_bal,,,
jmjd1c.S,0.025427362,logreg_bal,,,
actr3.L,0.025423834,logreg_bal,,,
rab11a.L,0.025402883,logreg_bal,,,
abi1.L,0.025397228,logreg_bal,,,
loc101732341.L,0.025381405,logreg_bal,,,
igfbp2.S,0.025363328,logreg_bal,,,
tmem43.like.L,0.025304642,logreg_bal,,,
dgcr6.S,0.025284382,logreg_bal,,,
Xelaev18047189m.g,0.025275009,logreg_bal,,,
lamb2.L,0.025269292,logreg_bal,,,
Xetrov90014406m.S,0.025233328,logreg_bal,,,
Xelaev18015505m.g,0.025215555,logreg_bal,,,
ndufb10.L,0.025161434,logreg_bal,,,
ddost.S,0.02510711,logreg_bal,,,
bzw1.S,0.025087241,logreg_bal,,,
fam210b.L,0.025047427,logreg_bal,,,
tagln2.L,0.025041541,logreg_bal,,,
znhit3.L,0.025040831,logreg_bal,,,
eif3a.L,0.025040025,logreg_bal,,,
cebpd.L,0.02503798,logreg_bal,,,
pknox1.S,0.024997098,logreg_bal,,,
chpf.S,0.024996035,logreg_bal,,,
ube2m.S,0.024995565,logreg_bal,,,
abcc1.L,0.024957934,logreg_bal,,,
rps6kb1.L,0.024951147,logreg_bal,,,
plekhg4.L,0.024937335,logreg_bal,,,
apoc1.like.L,23.199377,wilcoxon,11.9400215,4.619613511983426e-119,1.4567951210039733e-114
col14a1.S,23.131649,wilcoxon,7.209006,2.2246014519590663e-118,3.5076403393764576e-114
loc100486548.L,22.99102,wilcoxon,6.3813276,5.7326352831710086e-117,6.025955121826592e-113
lama5.L,22.179453,wilcoxon,6.04904,5.423381921945016e-109,4.275658722713402e-105
fras1.L,22.033724,wilcoxon,6.385386,1.3684606137715745e-107,8.63088109105732e-104
fn1.S,21.891489,wilcoxon,6.9203176,3.131156776673621e-106,1.645683815873377e-102
mdk.L,21.77851,wilcoxon,6.3971443,3.709440041720176e-105,1.6711027387949394e-101
bambi.L,21.542088,wilcoxon,6.1344867,6.281202981895407e-103,2.4759717004258956e-99
id3.S,21.466759,wilcoxon,5.644285,3.184755938683299e-102,1.1159030947375315e-98
frem2.1.L,21.327309,wilcoxon,7.9581704,6.334934429275918e-101,1.9977215722721606e-97
col14a1.L,21.31557,wilcoxon,5.772164,8.140887095363737e-101,2.3338443141117767e-97
nid2.L,20.90202,wilcoxon,7.4233384,5.132621575448145e-97,1.3488101781813102e-93
id3.L,20.63708,wilcoxon,5.237351,1.2754127496671224e-94,3.093857004673285e-91
msx2.L,20.531673,wilcoxon,5.2005258,1.1224355679054771e-93,2.5282861167070872e-90
mmp3.L,20.14802,wilcoxon,7.296616,2.8009574495492943e-90,5.8885462114358e-87
Xetrov90029035m.L,20.109632,wilcoxon,9.707827,6.077204010258474e-90,1.1818169094179404e-86
cpamd8.L,20.10729,wilcoxon,5.159823,6.370980643762482e-90,1.1818169094179404e-86
lama1.L,19.892324,wilcoxon,6.0188117,4.742590275992624e-88,8.308754686301523e-85
pltp.S,19.768663,wilcoxon,8.107944,5.542481607481217e-87,9.199060920627377e-84
krt8.L,19.741978,wilcoxon,5.8638673,9.402654525188187e-87,1.4825635522590473e-83
egfl6.S,19.612349,wilcoxon,5.384151,1.2129933395016926e-85,1.821511664818375e-82
plk2.S,19.553583,wilcoxon,4.6992297,3.8454188327701006e-85,5.512058313245688e-82
azin2.S,19.522118,wilcoxon,5.078329,7.122399559776579e-85,9.765429135545844e-82
fstl1.L,19.518387,wilcoxon,4.8641768,7.661803172591903e-85,1.0067290126986902e-81
bambi.S,19.052616,wilcoxon,4.9340267,6.249972602162393e-81,7.883715440367644e-78
myh9.S,19.00859,wilcoxon,3.996187,1.4478921254676003e-80,1.7561260837161838e-77
frem2.L,18.817657,wilcoxon,4.7707,5.412569341702806e-79,6.321680525577703e-76
krt5.7.S,18.76401,wilcoxon,5.88578,1.4874408440943138e-78,1.675230250661221e-75
krt18.L,18.40354,wilcoxon,5.9567447,1.230568547827817e-75,1.3381372122672486e-72
optc.S,18.389658,wilcoxon,6.715825,1.5897896007329357e-75,1.671133835303771e-72
mdk.S,18.362,wilcoxon,5.0833526,2.646830890241365e-75,2.692510068508434e-72
Xelaev18026267m.g,18.354813,wilcoxon,6.8516045,3.0212847716337457e-75,2.9773817272959427e-72
cldn6.2.S,18.347248,wilcoxon,5.3979187,3.4725898823316015e-75,3.3184279375553655e-72
sparc.L,18.28055,wilcoxon,4.505556,1.1822711102389532e-74,1.096556454746629e-71
Xelaev18017960m.g,18.278936,wilcoxon,5.291916,1.217796754664254e-74,1.0972348759524928e-71
sparc.S,18.237083,wilcoxon,5.025244,2.620772745361197e-74,2.2957241256934822e-71
lamc1.S,18.176949,wilcoxon,4.9402294,7.858771130953745e-74,6.698009394989901e-71
mxra5.S,18.137672,wilcoxon,6.4974732,1.606917898017278e-73,1.3335304187888122e-70
btg1.L,18.024288,wilcoxon,3.5239303,1.2561997182775666e-72,1.0157502080995658e-69
epcam.L,17.8302,wilcoxon,4.924059,4.119501001141491e-71,3.247711601774923e-68
app.S,17.657566,wilcoxon,3.991408,8.899498089776088e-70,6.845016396611926e-67
lamc1.L,17.495802,wilcoxon,4.6876597,1.542246053338703e-68,1.1579697450484763e-65
gpx3.L,17.452448,wilcoxon,4.266476,3.29788565623129e-68,2.4185773062617148e-65
loc100490088.S,17.385307,wilcoxon,5.4048185,1.0661585517485314e-67,7.641206802134078e-65
cldn1.L,17.312254,wilcoxon,4.259109,3.802399718168667e-67,2.664637224721087e-64
